Board,Jugador,Subasta_Real,Subasta_Predicha,Grilla_Predicha,Min_HCP,Max_HCP,Min_S,Max_S,Min_H,Max_H,Min_D,Max_D,Min_C,Max_C,Grilla,Force,Es_Correcta,Confianza,Subasta_Previa
109,S,Pass,Pass,0,5.98,5.98,0.0,5.55,0.0,5.56,0.0,5.78,0.0,5.73,0,No,SI,0.9996,Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass - 3Pic
109,W,4Pic,4Dia,430,15.79,15.79,0.0,3.68,0.0,3.28,3.06,5.61,0.53,4.67,470,No,NO,0.7760,Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass - 3Pic - Pass
110,E,1Dia,1Dia,130,16.89,16.89,0.0,4.38,0.0,4.17,3.44,8.0,0.0,5.56,130,No,SI,0.9986,
110,S,1Pic,3Pic,370,10.08,10.08,3.09,5.34,0.54,4.34,0.0,4.41,0.47,4.65,170,No,NO,0.7781,1Dia
110,W,3Pic,3NT,390,14.99,14.99,0.0,3.85,0.0,3.42,4.05,8.67,0.0,5.34,370,Si,NO,0.7124,1Dia - 1Pic
110,N,Pass,4Dia,430,4.86,4.86,0.0,3.21,1.59,4.75,0.0,4.26,0.94,4.05,0,No,NO,0.9997,1Dia - 1Pic - 3Pic
110,E,4Dia,5Pic,570,12.12,12.12,0.63,3.95,0.26,3.9,0.71,4.27,0.15,4.35,430,No,NO,0.2975,1Dia - 1Pic - 3Pic - Pass
110,S,Pass,Pass,0,7.98,7.98,1.39,4.52,0.0,3.84,0.2,4.51,0.31,4.53,0,No,SI,0.9977,1Dia - 1Pic - 3Pic - Pass - 4Dia
110,W,5Dia,6Dia,630,15.12,15.12,0.0,3.44,0.0,3.35,4.56,8.0,0.0,5.07,530,No,NO,0.9943,1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass
110,N,Pass,Pass,0,2.81,2.81,0.17,2.53,0.0,3.07,0.04,3.31,0.4,3.56,0,No,SI,0.9565,1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia
110,E,Pass,Pass,0,11.8,11.8,0.83,3.99,0.76,4.12,0.51,4.26,0.15,4.4,0,No,SI,0.9779,1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia - Pass
110,S,Pass,Pass,0,8.43,8.43,1.23,4.43,0.0,3.94,0.51,4.64,0.34,4.55,0,No,SI,0.9978,1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia - Pass - Pass
111,S,1Pic,1Pic,170,14.98,14.98,3.67,6.86,0.8,4.81,0.0,4.83,0.0,5.0,170,No,SI,0.9999,
111,W,3Dia,1Pic,170,5.19,5.19,2.01,3.46,0.0,1.75,0.0,1.89,0.0,2.31,330,No,NO,1.0000,1Pic
111,N,X,3Cor,350,15.64,15.64,1.49,4.38,1.66,4.6,0.71,4.4,0.29,4.53,331,No,NO,0.9956,1Pic - 3Dia
111,E,Pass,Pass,0,6.67,6.67,0.62,5.77,0.0,5.2,0.0,5.47,0.0,5.5,0,No,SI,0.8982,1Pic - 3Dia - X
111,S,4Pic,3Cor,350,6.7,6.7,2.19,3.8,0.0,2.4,0.36,2.77,0.12,2.84,470,No,NO,0.9985,1Pic - 3Dia - X - Pass
111,W,Pass,4Pic,470,8.47,8.47,3.01,5.22,0.0,2.51,0.0,2.82,0.0,3.31,0,No,NO,0.9998,1Pic - 3Dia - X - Pass - 4Pic
111,N,Pass,Pass,0,11.43,11.43,0.73,4.13,2.87,5.47,0.0,4.37,0.95,4.63,0,No,SI,0.4196,1Pic - 3Dia - X - Pass - 4Pic - Pass
111,E,Pass,Pass,0,5.38,5.38,0.0,4.45,0.0,4.47,0.0,4.87,0.0,4.73,0,No,SI,0.9688,1Pic - 3Dia - X - Pass - 4Pic - Pass - Pass
112,W,Pass,Pass,0,6.57,6.57,0.0,4.95,0.0,5.58,0.0,5.38,0.0,5.34,0,No,SI,0.7898,
112,N,Pass,Pass,0,5.59,5.59,0.0,5.26,0.0,5.41,0.0,5.39,0.0,5.16,0,No,SI,0.9819,Pass
112,E,1Dia,1Dia,130,16.7,16.7,0.0,4.31,0.0,4.08,3.24,7.57,0.07,5.4,130,No,SI,0.9973,Pass - Pass
112,S,X,1Pic,170,3.38,3.38,1.44,2.45,0.0,1.34,0.0,1.32,0.0,1.72,131,No,NO,1.0000,Pass - Pass - 1Dia
112,W,1Cor,1NT,190,2.22,2.22,0.57,1.49,0.07,1.38,0.3,1.52,0.25,1.59,150,No,NO,0.9804,Pass - Pass - 1Dia - X
112,N,1Pic,2Cor,250,6.48,6.48,1.13,3.56,1.78,4.24,0.0,3.66,0.0,3.91,170,No,NO,0.6405,Pass - Pass - 1Dia - X - 1Cor
112,E,Pass,2Cor,250,11.22,11.22,0.42,3.83,0.71,3.9,1.12,4.42,1.04,4.59,0,No,NO,0.9842,Pass - Pass - 1Dia - X - 1Cor - 1Pic
112,S,2Cor,4Pic,470,7.49,7.49,3.19,4.94,0.0,3.52,0.0,4.05,0.0,3.9,250,No,NO,0.8861,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass
112,W,3Dia,Pass,0,7.25,7.25,0.8,4.0,2.41,5.4,0.0,4.37,0.0,4.61,330,No,NO,0.9916,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor
112,N,3Cor,Pass,0,4.46,4.46,0.12,3.11,0.3,3.81,0.0,3.43,0.0,3.44,350,No,NO,0.8116,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia
112,E,Pass,Pass,0,10.01,10.01,0.44,3.54,1.2,4.05,0.76,4.13,0.77,4.19,0,No,SI,0.8538,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor
112,S,4Cor,Pass,0,8.59,8.59,0.55,4.17,0.0,4.21,0.66,4.85,0.98,4.97,450,No,NO,0.7668,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass
112,W,Pass,Pass,0,7.37,7.37,0.75,3.68,1.65,4.55,0.0,4.01,0.0,4.18,0,No,SI,0.9803,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor
112,N,Pass,Pass,0,6.85,6.85,0.68,3.59,0.75,4.15,0.0,3.96,0.0,4.0,0,No,SI,0.6439,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor - Pass
112,E,Pass,Pass,0,11.57,11.57,0.52,3.92,1.39,4.51,0.88,4.57,0.77,4.55,0,No,SI,0.8302,Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor - Pass - Pass
113,N,1Tre,1Tre,110,16.07,16.07,0.0,4.23,0.0,4.05,0.0,4.2,1.97,7.32,110,No,SI,0.9970,
113,E,Pass,Pass,0,6.2,6.2,0.0,5.39,0.0,5.43,0.0,5.4,0.0,5.46,0,No,SI,0.8876,1Tre
113,S,1Pic,1NT,190,13.72,13.72,1.47,4.39,1.56,4.26,0.48,4.34,0.93,4.33,170,Si,NO,0.3936,1Tre - Pass
113,W,2Cor,2Cor,250,10.75,10.75,1.26,5.08,3.24,6.32,0.0,4.93,0.0,5.31,250,No,SI,0.6700,1Tre - Pass - 1Pic
113,N,4Pic,Pass,0,11.11,11.11,0.0,3.3,0.0,3.17,1.85,4.94,1.04,4.59,470,No,NO,0.6479,1Tre - Pass - 1Pic - 2Cor
113,E,5Cor,Pass,0,7.28,7.28,0.05,3.39,1.61,4.81,0.0,3.99,0.4,4.21,550,No,NO,0.7909,1Tre - Pass - 1Pic - 2Cor - 4Pic
113,S,Pass,6Dia,630,5.7,5.7,1.6,3.17,0.0,2.03,0.49,2.45,0.09,2.5,0,Si,NO,1.0000,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor
113,W,Pass,Pass,0,11.81,11.81,1.2,5.61,3.87,7.38,0.0,5.36,0.0,5.82,0,No,SI,1.0000,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass
113,N,5Pic,Pass,0,11.14,11.14,0.4,3.38,0.0,3.07,2.1,4.57,0.95,3.95,570,No,NO,0.9565,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass
113,E,Pass,Pass,0,6.12,6.12,0.0,4.24,0.29,4.99,0.0,4.49,0.0,4.59,0,No,SI,0.9998,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic
113,S,Pass,6Dia,630,6.7,6.7,1.84,3.61,0.0,2.27,0.55,2.77,0.09,2.78,0,Si,NO,1.0000,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic - Pass
113,W,Pass,Pass,0,11.58,11.58,0.69,4.96,4.31,7.32,0.0,5.17,0.0,5.56,0,No,SI,1.0000,1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic - Pass - Pass
114,E,Pass,Pass,0,6.08,6.08,0.0,5.27,0.0,5.7,0.0,5.57,0.0,5.51,0,No,SI,0.9481,
114,S,1Dia,1Dia,130,16.43,16.43,0.0,4.49,0.0,4.22,2.99,7.34,0.4,5.57,130,No,SI,0.9948,Pass
114,W,Pass,Pass,0,6.52,6.52,0.0,5.88,0.0,5.95,0.0,6.02,0.0,6.03,0,No,SI,0.9327,Pass - 1Dia
114,N,1Pic,1Pic,170,10.84,10.84,2.44,5.07,0.79,3.86,0.12,3.98,0.42,4.09,170,Si,SI,0.9997,Pass - 1Dia - Pass
114,E,Pass,Pass,0,6.26,6.26,0.0,5.5,0.0,5.46,0.0,5.59,0.0,5.71,0,No,SI,0.9074,Pass - 1Dia - Pass - 1Pic
114,S,2Pic,1NT,190,14.54,14.54,2.04,4.17,1.22,3.74,1.82,4.2,1.91,4.57,270,No,NO,0.9259,Pass - 1Dia - Pass - 1Pic - Pass
114,W,Pass,Pass,0,6.76,6.76,0.0,5.84,0.0,6.1,0.0,5.94,0.0,5.89,0,No,SI,0.9988,Pass - 1Dia - Pass - 1Pic - Pass - 2Pic
114,N,Pass,3Pic,370,9.8,9.8,2.59,5.29,0.39,4.03,0.0,4.05,0.12,4.15,0,Si,NO,0.6477,Pass - 1Dia - Pass - 1Pic - Pass - 2Pic - Pass
114,E,Pass,Pass,0,6.4,6.4,0.0,5.52,0.0,5.61,0.0,5.79,0.0,5.84,0,No,SI,0.9852,Pass - 1Dia - Pass - 1Pic - Pass - 2Pic - Pass - Pass
115,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
115,W,Pass,Pass,0,5.96,5.96,0.0,5.11,0.0,5.8,0.0,5.52,0.0,5.55,0,No,SI,0.6659,Pass
115,N,3Dia,3Tre,310,8.86,8.86,0.68,3.55,0.0,3.48,0.89,4.92,1.99,5.08,330,No,NO,0.3230,Pass - Pass
115,E,X,5Cor,550,19.12,19.12,2.56,5.15,0.95,4.27,1.07,4.65,0.97,4.98,331,No,NO,0.4323,Pass - Pass - 3Dia
115,S,4Dia,Pass,0,6.66,6.66,0.0,5.92,0.0,5.74,0.0,6.1,0.0,6.12,430,No,NO,1.0000,Pass - Pass - 3Dia - X
115,W,4Cor,6Dia,630,6.57,6.57,0.0,3.08,2.0,4.71,0.7,4.49,0.15,3.81,450,No,NO,0.8968,Pass - Pass - 3Dia - X - 4Dia
115,N,Pass,Pass,0,6.86,6.86,0.37,2.65,0.35,2.84,0.98,3.45,1.11,3.61,0,No,SI,0.9814,Pass - Pass - 3Dia - X - 4Dia - 4Cor
115,E,Pass,6Pic,670,23.58,23.58,2.7,6.22,1.43,5.64,1.29,5.85,1.01,5.99,0,No,NO,0.9044,Pass - Pass - 3Dia - X - 4Dia - 4Cor - Pass
115,S,Pass,Pass,0,7.4,7.4,0.24,5.22,0.0,4.94,0.0,5.54,0.0,5.55,0,No,SI,0.9999,Pass - Pass - 3Dia - X - 4Dia - 4Cor - Pass - Pass
